Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2000-03-03,MOH.F,53.96590042114258,72.5999984741211,75.0,72.5999984741211,74.0,2000.0
2000-03-06,MOH.F,52.776573181152344,71.0,72.0,69.5999984741211,72.0,6000.0
2000-03-07,MOH.F,56.195899963378906,75.5999984741211,76.0,71.4000015258789,71.4000015258789,3000.0
2000-03-08,MOH.F,55.00656509399414,74.0,76.0,73.0,73.0,2500.0
2000-03-09,MOH.F,57.08790588378906,76.80000305175781,78.4000015258789,76.4000015258789,77.0,2500.0
2000-03-10,MOH.F,61.69657516479492,83.0,83.0,80.5999984741211,80.5999984741211,2000.0
2000-03-13,MOH.F,61.69657516479492,83.0,83.0,83.0,83.0,0.0
2000-03-14,MOH.F,66.15655517578125,89.0,89.0,86.0,87.19999694824219,5500.0
2000-03-15,MOH.F,65.11589813232422,87.5999984741211,88.0,87.0,88.0,4500.0
2000-03-16,MOH.F,64.81855010986328,87.19999694824219,88.0,86.80000305175781,88.0,1500.0
2000-03-17,MOH.F,63.62923049926758,85.5999984741211,87.5999984741211,85.5999984741211,87.5999984741211,2000.0
2000-03-20,MOH.F,61.25056838989258,82.4000015258789,85.0,82.4000015258789,85.0,3000.0
2000-03-21,MOH.F,60.209903717041016,81.0,82.0,80.0,82.0,2500.0
2000-03-22,MOH.F,61.54789733886719,82.80000305175781,82.80000305175781,80.5999984741211,80.5999984741211,1500.0
2000-03-23,MOH.F,60.209903717041016,81.0,82.0,80.5999984741211,82.0,1500.0
2000-03-24,MOH.F,63.92654800415039,86.0,86.0,81.0,81.0,1500.0
2000-03-27,MOH.F,63.183223724365234,85.0,86.0,85.0,86.0,3000.0
2000-03-28,MOH.F,64.5212173461914,86.80000305175781,87.5999984741211,85.0,85.0,4500.0
2000-03-29,MOH.F,64.37255096435547,86.5999984741211,87.0,84.0,84.5999984741211,8500.0
2000-03-30,MOH.F,62.885894775390625,84.5999984741211,84.5999984741211,84.5999984741211,84.5999984741211,410.0
2000-03-31,MOH.F,62.43988800048828,84.0,85.5999984741211,84.0,84.0,4500.0
2000-04-03,MOH.F,63.183223724365234,85.0,86.5999984741211,84.5999984741211,86.5999984741211,1500.0
2000-04-04,MOH.F,65.41321563720703,88.0,88.0,85.0,86.80000305175781,3000.0
2000-04-05,MOH.F,63.183223724365234,85.0,87.4000015258789,83.0,87.4000015258789,3500.0
2000-04-06,MOH.F,62.73723220825195,84.4000015258789,86.0,84.4000015258789,86.0,2000.0
2000-04-07,MOH.F,62.43988800048828,84.0,85.5999984741211,83.80000305175781,85.5999984741211,1000.0
2000-04-10,MOH.F,63.92654800415039,86.0,86.0,85.0,85.0,1000.0
2000-04-11,MOH.F,63.183223724365234,85.0,85.0,84.0,85.0,500.0
2000-04-12,MOH.F,64.22386169433594,86.4000015258789,86.4000015258789,84.0,86.0,1000.0
2000-04-13,MOH.F,63.183223724365234,85.0,85.0,84.19999694824219,84.19999694824219,500.0
2000-04-14,MOH.F,64.66988372802734,87.0,87.0,85.5999984741211,85.5999984741211,335.0
2000-04-17,MOH.F,63.183223724365234,85.0,85.0,79.5999984741211,80.0,2500.0
2000-04-18,MOH.F,63.331878662109375,85.19999694824219,86.0,85.19999694824219,86.0,500.0
2000-04-19,MOH.F,62.73723220825195,84.4000015258789,86.4000015258789,84.0,86.4000015258789,500.0
2000-04-20,MOH.F,63.183223724365234,85.0,86.0,84.5999984741211,85.0,2000.0
2000-04-21,MOH.F,63.183223724365234,85.0,85.0,85.0,85.0,0.0
2000-04-24,MOH.F,63.183223724365234,85.0,85.0,85.0,85.0,0.0
2000-04-25,MOH.F,66.30520629882812,89.19999694824219,91.0,86.19999694824219,86.19999694824219,6000.0
2000-04-26,MOH.F,70.46788787841797,94.80000305175781,96.19999694824219,90.0,90.0,8000.0
2000-04-27,MOH.F,66.60256958007812,89.5999984741211,95.0,89.5999984741211,95.0,2000.0
2000-04-28,MOH.F,68.38652801513672,92.0,92.5999984741211,91.80000305175781,92.5999984741211,500.0
2000-05-01,MOH.F,68.38652801513672,92.0,92.0,92.0,92.0,0.0
2000-05-02,MOH.F,69.87321472167969,94.0,94.0,92.5999984741211,93.0,3000.0
2000-05-03,MOH.F,67.6432113647461,91.0,94.0,91.0,94.0,1000.0
2000-05-04,MOH.F,68.38652801513672,92.0,92.0,90.4000015258789,90.4000015258789,500.0
2000-05-05,MOH.F,66.89988708496094,90.0,91.80000305175781,90.0,91.5999984741211,2500.0
2000-05-08,MOH.F,67.19721984863281,90.4000015258789,91.19999694824219,89.5999984741211,91.19999694824219,500.0
2000-05-09,MOH.F,67.19721984863281,90.4000015258789,90.4000015258789,90.4000015258789,90.4000015258789,0.0
2000-05-10,MOH.F,66.89988708496094,90.0,90.80000305175781,90.0,90.4000015258789,1000.0
2000-05-11,MOH.F,66.60256958007812,89.5999984741211,89.5999984741211,88.0,89.0,475.0
2000-05-12,MOH.F,70.1705322265625,94.4000015258789,94.80000305175781,90.0,91.0,3000.0
2000-05-15,MOH.F,69.1298828125,93.0,93.80000305175781,92.4000015258789,93.19999694824219,5000.0
2000-05-16,MOH.F,69.42721557617188,93.4000015258789,94.5,91.80000305175781,92.5999984741211,1000.0
2000-05-17,MOH.F,70.61654663085938,95.0,95.0,93.80000305175781,93.80000305175781,2000.0
2000-05-18,MOH.F,69.42721557617188,93.4000015258789,94.80000305175781,93.0,94.5999984741211,1000.0
2000-05-19,MOH.F,68.38652801513672,92.0,94.0,91.0,94.0,500.0
2000-05-22,MOH.F,67.34587860107422,90.5999984741211,91.5999984741211,90.0,90.80000305175781,1000.0
2000-05-23,MOH.F,67.19721984863281,90.4000015258789,90.4000015258789,90.0,90.0,1000.0
2000-05-24,MOH.F,66.89988708496094,90.0,90.5999984741211,89.5999984741211,89.5999984741211,3500.0
2000-05-25,MOH.F,66.30520629882812,89.19999694824219,89.19999694824219,88.5999984741211,89.0,440.0
2000-05-26,MOH.F,66.4538803100586,89.4000015258789,89.4000015258789,88.80000305175781,89.0,200.0
2000-05-29,MOH.F,65.41321563720703,88.0,89.5999984741211,88.0,89.5999984741211,500.0
2000-05-30,MOH.F,65.41321563720703,88.0,89.0,88.0,89.0,500.0
2000-05-31,MOH.F,63.777889251708984,85.80000305175781,87.0,85.80000305175781,87.0,5500.0
2000-06-01,MOH.F,64.66988372802734,87.0,87.0,87.0,87.0,0.0
2000-06-02,MOH.F,67.34587860107422,90.5999984741211,90.5999984741211,89.5999984741211,90.0,1000.0
2000-06-05,MOH.F,66.89988708496094,90.0,91.80000305175781,89.5999984741211,89.5999984741211,500.0
2000-06-06,MOH.F,68.0892105102539,91.5999984741211,91.80000305175781,90.0,90.0,230.0
2000-06-07,MOH.F,68.0892105102539,91.5999984741211,91.5999984741211,90.80000305175781,90.80000305175781,500.0
2000-06-08,MOH.F,65.41321563720703,88.0,90.0,88.0,90.0,230.0
2000-06-09,MOH.F,65.41321563720703,88.0,89.0,88.0,89.0,285.0
2000-06-12,MOH.F,65.11589813232422,87.5999984741211,87.5999984741211,87.5999984741211,87.5999984741211,250.0
2000-06-13,MOH.F,64.66988372802734,87.0,87.5999984741211,87.0,87.5999984741211,300.0
2000-06-14,MOH.F,64.22386169433594,86.4000015258789,87.19999694824219,86.4000015258789,86.5999984741211,450.0
2000-06-15,MOH.F,65.41321563720703,88.0,88.0,87.0,87.0,1000.0
2000-06-16,MOH.F,63.92654800415039,86.0,88.0,85.5999984741211,88.0,1500.0
2000-06-19,MOH.F,63.92654800415039,86.0,86.0,86.0,86.0,0.0
2000-06-20,MOH.F,63.62923049926758,85.5999984741211,86.5999984741211,85.19999694824219,85.19999694824219,500.0
2000-06-21,MOH.F,62.885894775390625,84.5999984741211,86.5999984741211,84.5999984741211,86.5999984741211,500.0
2000-06-22,MOH.F,65.41321563720703,88.0,88.80000305175781,84.19999694824219,84.19999694824219,320.0
2000-06-23,MOH.F,66.15655517578125,89.0,89.0,86.4000015258789,86.4000015258789,500.0
2000-06-26,MOH.F,65.41321563720703,88.0,88.0,88.0,88.0,90.0
2000-06-27,MOH.F,66.89988708496094,90.0,90.5999984741211,89.0,90.5999984741211,500.0
2000-06-28,MOH.F,67.6432113647461,91.0,91.0,89.5999984741211,89.5999984741211,1000.0
2000-06-29,MOH.F,66.15655517578125,89.0,90.0,89.0,90.0,140.0
2000-06-30,MOH.F,63.183223724365234,85.0,89.0,85.0,89.0,410.0
2000-07-03,MOH.F,63.92654800415039,86.0,87.5,85.0,86.0,1200.0
2000-07-04,MOH.F,63.55489730834961,85.5,87.5,85.5,87.5,1200.0
2000-07-05,MOH.F,65.04156494140625,87.5,89.5,85.5,85.5,2100.0
2000-07-06,MOH.F,63.92654800415039,86.0,88.5,86.0,87.4000015258789,1000.0
2000-07-07,MOH.F,63.92654800415039,86.0,86.0,86.0,86.0,0.0
2000-07-10,MOH.F,67.27154541015625,90.5,90.5,88.0,88.5,1400.0
2000-07-11,MOH.F,66.89988708496094,90.0,91.5,85.0,91.5,2300.0
2000-07-12,MOH.F,67.6432113647461,91.0,92.0,88.5,88.5,300.0
2000-07-13,MOH.F,64.66988372802734,87.0,91.0,87.0,91.0,1400.0
2000-07-14,MOH.F,65.78489685058594,88.5,88.5,87.0,87.0,900.0
2000-07-17,MOH.F,68.01487731933594,91.5,92.0,89.5,89.5,2600.0
2000-07-18,MOH.F,67.6432113647461,91.0,91.5,90.5,91.0,1100.0
2000-07-19,MOH.F,66.15655517578125,89.0,90.5,89.0,90.0,1100.0
2000-07-20,MOH.F,68.38652801513672,92.0,92.0,88.75,88.75,3100.0
2000-07-21,MOH.F,67.6432113647461,91.0,92.5,90.0,92.5,800.0
2000-07-24,MOH.F,67.6432113647461,91.0,91.0,91.0,91.0,0.0
2000-07-25,MOH.F,69.1298828125,93.0,93.0,89.80000305175781,90.5,4100.0
2000-07-26,MOH.F,69.50151824951172,93.5,94.0,91.5,93.0,1000.0
2000-07-27,MOH.F,69.50151824951172,93.5,93.5,93.5,93.5,0.0
2000-07-28,MOH.F,68.38652801513672,92.0,94.5,92.0,94.5,2700.0
2000-07-31,MOH.F,69.50151824951172,93.5,93.5,90.0,90.0,700.0
2000-08-01,MOH.F,71.06255340576172,95.5999984741211,95.5999984741211,92.5,94.0,2400.0
2000-08-02,MOH.F,72.47486877441406,97.5,97.5,94.0,94.5,2300.0
2000-08-03,MOH.F,69.87321472167969,94.0,97.5,93.5,97.0,1100.0
2000-08-04,MOH.F,69.87321472167969,94.0,95.0,94.0,94.0,300.0
2000-08-07,MOH.F,70.24488067626953,94.5,95.0,93.5,93.5,700.0
2000-08-08,MOH.F,71.58285522460938,96.30000305175781,96.30000305175781,94.0999984741211,94.19999694824219,400.0
2000-08-09,MOH.F,71.58285522460938,96.30000305175781,96.30000305175781,96.30000305175781,96.30000305175781,0.0
2000-08-10,MOH.F,70.98819732666016,95.5,95.69999694824219,95.0,95.5,700.0
2000-08-11,MOH.F,71.35987091064453,96.0,96.0,95.0,96.0,1800.0
2000-08-14,MOH.F,70.98819732666016,95.5,96.5,95.0,96.5,500.0
2000-08-15,MOH.F,70.61654663085938,95.0,96.0,94.0,96.0,800.0
2000-08-16,MOH.F,72.02886962890625,96.9000015258789,97.0,95.0,95.0,1700.0
2000-08-17,MOH.F,69.87321472167969,94.0,95.80000305175781,92.80000305175781,95.80000305175781,3000.0
2000-08-18,MOH.F,68.0892105102539,91.5999984741211,93.80000305175781,91.5999984741211,93.0,1800.0
2000-08-21,MOH.F,66.15655517578125,89.0,92.0,89.0,90.5,1600.0
2000-08-22,MOH.F,66.89988708496094,90.0,90.69999694824219,89.75,90.0,1700.0
2000-08-23,MOH.F,66.15655517578125,89.0,90.5,88.0,89.5,1000.0
2000-08-24,MOH.F,65.78489685058594,88.5,89.80000305175781,88.0,88.0,1200.0
2000-08-25,MOH.F,66.63973999023438,89.6500015258789,89.75,88.5,89.75,1600.0
2000-08-28,MOH.F,67.6432113647461,91.0,91.5,90.0,90.0,1000.0
2000-08-29,MOH.F,66.89988708496094,90.0,90.0,88.5,89.0,2000.0
2000-08-30,MOH.F,65.78489685058594,88.5,90.0,87.5,90.0,900.0
2000-08-31,MOH.F,65.41321563720703,88.0,88.5,87.0,87.0,1000.0
2000-09-01,MOH.F,66.15655517578125,89.0,90.0,88.0,88.0,1400.0
2000-09-04,MOH.F,66.15655517578125,89.0,91.5,89.0,90.5,1600.0
2000-09-05,MOH.F,67.6432113647461,91.0,91.0,89.0,89.5,1700.0
2000-09-06,MOH.F,65.78489685058594,88.5,91.5,88.5,91.5,400.0
2000-09-07,MOH.F,66.15655517578125,89.0,89.5,87.80000305175781,88.0,2200.0
2000-09-08,MOH.F,64.66988372802734,87.0,90.0,87.0,89.0,1300.0
2000-09-11,MOH.F,64.2982177734375,86.5,88.0,86.5,87.5,800.0
2000-09-12,MOH.F,65.04156494140625,87.5,87.5,86.0,86.5,1300.0
2000-09-13,MOH.F,65.78489685058594,88.5,89.5,88.0,89.5,600.0
2000-09-14,MOH.F,65.78489685058594,88.5,90.0,88.0,88.0,8000.0
2000-09-15,MOH.F,65.04156494140625,87.5,88.0,86.5,88.0,800.0
2000-09-18,MOH.F,62.14256286621094,83.5999984741211,86.0,83.5,86.0,3700.0
2000-09-19,MOH.F,63.183223724365234,85.0,85.5,84.0,84.0,1200.0
2000-09-20,MOH.F,63.183223724365234,85.0,86.0,84.69999694824219,85.5,800.0
2000-09-21,MOH.F,62.811561584472656,84.5,86.5,84.5,85.0,1700.0
2000-09-22,MOH.F,62.43988800048828,84.0,84.0,81.80000305175781,84.0,900.0
2000-09-25,MOH.F,62.811561584472656,84.5,85.0,84.0,84.0,900.0
2000-09-26,MOH.F,61.69657516479492,83.0,83.0,82.0,83.0,800.0
2000-09-27,MOH.F,63.03455352783203,84.80000305175781,84.80000305175781,82.5,82.5,600.0
2000-09-28,MOH.F,63.183223724365234,85.0,86.0,84.0,85.0,1000.0
2000-09-29,MOH.F,64.2982177734375,86.5,86.5,84.0,84.0,400.0
2000-10-02,MOH.F,63.92654800415039,86.0,87.0,85.0,85.0,100.0
2000-10-03,MOH.F,63.92654800415039,86.0,86.0,86.0,86.0,0.0
2000-10-04,MOH.F,63.92654800415039,86.0,86.0,85.0,85.0,400.0
2000-10-05,MOH.F,62.43988800048828,84.0,85.5,84.0,85.0,200.0
2000-10-06,MOH.F,62.43988800048828,84.0,85.69999694824219,84.0,85.0,1200.0
2000-10-09,MOH.F,59.83823776245117,80.5,84.69999694824219,80.5,84.69999694824219,900.0
2000-10-10,MOH.F,62.068233489990234,83.5,83.5,81.5,82.0,700.0
2000-10-11,MOH.F,60.581565856933594,81.5,82.0,81.0,82.0,700.0
2000-10-12,MOH.F,60.9532356262207,82.0,84.5,82.0,84.0,3000.0
2000-10-13,MOH.F,59.466548919677734,80.0,81.0,78.0,81.0,2100.0
2000-10-16,MOH.F,59.83823776245117,80.5,83.0,80.5,83.0,400.0
2000-10-17,MOH.F,62.43988800048828,84.0,84.0,82.0,82.0,1000.0
2000-10-18,MOH.F,59.09489059448242,79.5,80.5,78.5,80.5,1300.0
2000-10-19,MOH.F,59.466548919677734,80.0,80.5,79.0,80.0,1000.0
2000-10-20,MOH.F,60.581565856933594,81.5,81.5,81.5,81.5,100.0
2000-10-23,MOH.F,60.581565856933594,81.5,81.5,80.5,80.5,1000.0
2000-10-24,MOH.F,62.068233489990234,83.5,83.5,81.0999984741211,81.0999984741211,700.0
2000-10-25,MOH.F,60.9532356262207,82.0,84.5,82.0,84.5,600.0
2000-10-26,MOH.F,62.068233489990234,83.5,83.5,82.0,82.0,700.0
2000-10-27,MOH.F,63.92654800415039,86.0,86.0,83.0,83.0,1700.0
2000-10-30,MOH.F,63.92654800415039,86.0,86.0,85.0,85.5,1200.0
2000-10-31,MOH.F,63.92654800415039,86.0,86.0,86.0,86.0,0.0
2000-11-01,MOH.F,64.66988372802734,87.0,87.5,86.0,86.0,3300.0
2000-11-02,MOH.F,63.85221862792969,85.9000015258789,87.80000305175781,85.0,87.0,3000.0
2000-11-03,MOH.F,64.2982177734375,86.5,86.80000305175781,85.69999694824219,85.69999694824219,300.0
2000-11-06,MOH.F,65.04156494140625,87.5,87.69999694824219,87.0,87.69999694824219,1000.0
2000-11-07,MOH.F,63.92654800415039,86.0,87.5,85.0,86.5,1300.0
2000-11-08,MOH.F,63.92654800415039,86.0,86.5,85.5,86.5,500.0
2000-11-09,MOH.F,63.92654800415039,86.0,86.0,85.0,86.0,600.0
2000-11-10,MOH.F,62.43988800048828,84.0,85.0,84.0,85.0,100.0
2000-11-13,MOH.F,59.466548919677734,80.0,84.0,80.0,84.0,1100.0
2000-11-14,MOH.F,59.466548919677734,80.0,80.0,80.0,80.0,0.0
2000-11-15,MOH.F,59.466548919677734,80.0,82.0,80.0,81.0,800.0
2000-11-16,MOH.F,61.69657516479492,83.0,83.0,82.5,82.5,200.0
2000-11-17,MOH.F,60.581565856933594,81.5,82.5,81.5,82.5,200.0
2000-11-20,MOH.F,59.91255569458008,80.5999984741211,81.5,80.0,80.0,4000.0
2000-11-21,MOH.F,60.9532356262207,82.0,82.0,81.0,81.5,400.0
2000-11-22,MOH.F,59.83823776245117,80.5,82.0,80.5,81.0,700.0
2000-11-23,MOH.F,58.72321701049805,79.0,81.0,78.5,81.0,1700.0
2000-11-24,MOH.F,59.83823776245117,80.5,80.5,79.0,79.0,500.0
2000-11-27,MOH.F,59.83823776245117,80.5,82.0,80.0,81.5,2000.0
2000-11-28,MOH.F,59.09489059448242,79.5,81.5,79.5,81.0,1000.0
2000-11-29,MOH.F,58.72321701049805,79.0,79.80000305175781,78.5,78.5,700.0
2000-11-30,MOH.F,56.49323272705078,76.0,79.0,76.0,78.5,1800.0
2000-12-01,MOH.F,54.634910583496094,73.5,76.0,73.0,76.0,3200.0
2000-12-04,MOH.F,52.4048957824707,70.5,72.0,70.19999694824219,71.0,1100.0
2000-12-05,MOH.F,52.776573181152344,71.0,72.0,69.5,71.0,1300.0
2000-12-06,MOH.F,54.634910583496094,73.5,75.5,73.0,73.0,1200.0
2000-12-07,MOH.F,53.89156723022461,72.5,74.5,71.5,73.5,3500.0
2000-12-08,MOH.F,55.00656509399414,74.0,76.0,72.5,72.5,1000.0
2000-12-11,MOH.F,57.236568450927734,77.0,78.0,74.0,76.0,3800.0
2000-12-12,MOH.F,56.86491394042969,76.5,77.5,76.0,76.0,600.0
2000-12-13,MOH.F,55.74991226196289,75.0,78.5,75.0,78.5,600.0
2000-12-14,MOH.F,54.26324462890625,73.0,74.5,73.0,74.0,1500.0
2000-12-15,MOH.F,53.14823532104492,71.5,73.5999984741211,71.5,72.0,900.0
2000-12-18,MOH.F,53.5198974609375,72.0,74.0,72.0,72.5,1800.0
2000-12-19,MOH.F,55.00656509399414,74.0,74.5,72.0,72.0,1200.0
2000-12-20,MOH.F,51.2899169921875,69.0,74.0,69.0,74.0,1800.0
2000-12-21,MOH.F,50.17490768432617,67.5,70.0,67.0,69.0,3600.0
2000-12-22,MOH.F,50.54658508300781,68.0,69.5,68.0,69.5,1900.0
2000-12-25,MOH.F,50.54658508300781,68.0,68.0,68.0,68.0,0.0
2000-12-26,MOH.F,50.54658508300781,68.0,68.0,68.0,68.0,0.0
2000-12-27,MOH.F,52.776573181152344,71.0,71.0,68.5,69.0,1800.0
2000-12-28,MOH.F,53.14823532104492,71.5,72.0,71.0,71.5,2200.0
2000-12-29,MOH.F,53.5198974609375,72.0,72.0,71.0,72.0,1900.0
2001-01-01,MOH.F,53.5198974609375,72.0,72.0,72.0,72.0,0.0
2001-01-02,MOH.F,52.776573181152344,71.0,73.0,70.0,73.0,1800.0
2001-01-03,MOH.F,50.54658508300781,68.0,69.0,65.5,69.0,3400.0
2001-01-04,MOH.F,50.69523620605469,68.19999694824219,71.0,68.19999694824219,71.0,3000.0
2001-01-05,MOH.F,50.99258804321289,68.5999984741211,70.0,68.0999984741211,70.0,500.0
2001-01-08,MOH.F,47.20158004760742,63.5,67.0999984741211,63.5,66.0,3500.0
2001-01-09,MOH.F,46.82992172241211,63.0,65.69999694824219,63.0,64.5,4100.0
2001-01-10,MOH.F,46.160919189453125,62.099998474121094,64.5999984741211,62.0,64.5,2400.0
2001-01-11,MOH.F,47.573246002197266,64.0,64.0,62.5,63.0,1000.0
2001-01-12,MOH.F,50.54658508300781,68.0,68.0,65.0,65.0,8200.0
2001-01-15,MOH.F,50.54658508300781,68.0,68.5,67.0,68.5,800.0
2001-01-16,MOH.F,51.2899169921875,69.0,69.0,67.5,67.75,1800.0
2001-01-17,MOH.F,54.26324462890625,73.0,73.0,68.5,68.5,3500.0
2001-01-18,MOH.F,54.26324462890625,73.0,74.0,72.0,73.5,4300.0
2001-01-19,MOH.F,54.33756637573242,73.0999984741211,75.0,73.0,74.5,2900.0
2001-01-22,MOH.F,53.89156723022461,72.5,74.30000305175781,72.30000305175781,74.30000305175781,2300.0
2001-01-23,MOH.F,53.89156723022461,72.5,73.0,71.0,72.0,1700.0
2001-01-24,MOH.F,53.89156723022461,72.5,72.5,72.5,72.5,0.0
2001-01-25,MOH.F,53.14823532104492,71.5,71.5,69.5,69.5,1900.0
2001-01-26,MOH.F,53.14823532104492,71.5,71.5,71.5,71.5,0.0
2001-01-29,MOH.F,53.5198974609375,72.0,72.0,69.5,70.0,1800.0
2001-01-30,MOH.F,53.5198974609375,72.0,72.5,70.5,71.5,3000.0
2001-01-31,MOH.F,51.884578704833984,69.80000305175781,72.0,69.80000305175781,72.0,1000.0
2001-02-01,MOH.F,52.033241271972656,70.0,71.0,68.0,70.5,5700.0
2001-02-02,MOH.F,51.2899169921875,69.0,70.30000305175781,68.5999984741211,70.0,1000.0
2001-02-05,MOH.F,50.99258804321289,68.5999984741211,68.5999984741211,68.0,68.5999984741211,4600.0
2001-02-06,MOH.F,50.918251037597656,68.5,68.80000305175781,67.69999694824219,67.69999694824219,2500.0
2001-02-07,MOH.F,51.2899169921875,69.0,69.0,68.0,69.0,3200.0
2001-02-08,MOH.F,50.54658508300781,68.0,69.5,67.5,69.5,3100.0
2001-02-09,MOH.F,50.17490768432617,67.5,68.0,67.0,68.0,500.0
2001-02-12,MOH.F,50.17490768432617,67.5,68.0,66.5,67.0,1200.0
2001-02-13,MOH.F,50.54658508300781,68.0,68.5,66.69999694824219,66.69999694824219,600.0
2001-02-14,MOH.F,49.43157196044922,66.5,68.5,66.5,67.5,1200.0
2001-02-15,MOH.F,50.843910217285156,68.4000015258789,68.80000305175781,67.0,67.0,1000.0
2001-02-16,MOH.F,50.17490768432617,67.5,70.0,67.5,70.0,1500.0
2001-02-19,MOH.F,51.14125061035156,68.80000305175781,69.0,68.0,68.0,4900.0
2001-02-20,MOH.F,50.17490768432617,67.5,69.5,67.5,68.5,2600.0
2001-02-21,MOH.F,50.17490768432617,67.5,67.80000305175781,66.69999694824219,67.80000305175781,1400.0
2001-02-22,MOH.F,50.026241302490234,67.30000305175781,67.5,66.5,67.0,1400.0
2001-02-23,MOH.F,49.13424301147461,66.0999984741211,67.5,66.0999984741211,67.30000305175781,2300.0
2001-02-26,MOH.F,49.80324935913086,67.0,67.0,66.0,66.19999694824219,2800.0
2001-02-27,MOH.F,51.2899169921875,69.0,69.0,67.0,67.0,600.0
